date,country,continent,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
September 2020,Malta,Europe,1909,26,444,12,0
September 2020,Marshall Islands,Australia/Oceania,0,,0,,
September 2020,Martinique,North America,747,132,631,18,2
September 2020,Mauritania,Africa,7075,27,452,159,0
September 2020,Mauritius,Africa,356,0,11,10,0
September 2020,Mayotte,Africa,3301,0,297,40,0
September 2020,Mexico,North America,619000,3840,119911,82351,522
September 2020,Micronesia,Australia/Oceania,0,,0,,
September 2020,Moldova,Europe,37208,288,10328,1008,13
September 2020,Monaco,Europe,140,2,49,1,0
September 2020,Mongolia,Asia,304,3,9,0,
September 2020,Montenegro,Europe,4917,82,757,102,2
September 2020,Montserrat,North America,13,0,0,1,
September 2020,Morocco,Africa,63781,1191,13675,1184,43
September 2020,Mozambique,Africa,4039,123,1846,23,0
September 2020,Myanmar,Asia,919,37,556,6,0
September 2020,Namibia,Africa,7692,142,4232,81,6
September 2020,Nepal,Asia,40529,1069,18022,329,16
September 2020,Netherlands,Europe,71129,462,16031,6230,6
September 2020,New Caledonia,Australia/Oceania,23,0,0,,
September 2020,New Zealand,Australia/Oceania,1752,14,132,22,0
September 2020,Nicaragua,North America,4668,174,1614,141,4
September 2020,Niger,Africa,1176,0,19,69,0
September 2020,Nigeria,Africa,54247,239,11214,1023,10
September 2020,Norway,Europe,10871,89,1259,264,0
September 2020,Oman,Asia,85928,206,4215,689,4
September 2020,Pakistan,Asia,296149,300,8633,6546,4
September 2020,Panama,North America,93552,570,24560,2018,16
September 2020,Papua New Guinea,Australia/Oceania,460,1,223,5,0
September 2020,Paraguay,South America,18338,676,8269,348,22
September 2020,Peru,South America,657129,5092,,77490,331
September 2020,Philippines,Asia,224222,3441,62625,3596,38
September 2020,Poland,Europe,67922,550,18834,2058,19
September 2020,Portugal,Europe,61824,232,13345,1824,2
September 2020,Qatar,Asia,118994,216,2901,198,1
September 2020,Reunion,Africa,1714,35,825,9,0
September 2020,Romania,Europe,88593,1053,46383,3756,78
September 2020,Russia,Europe,1000048,4729,167044,17299,123
September 2020,Rwanda,Africa,4142,79,2082,16,0
September 2020,Saint Barthelemy,North America,18,0,5,0,
September 2020,Saint Helena,Africa,0,,0,,
September 2020,Saint Kitts And Nevis,North America,17,0,0,0,
September 2020,Saint Lucia,North America,26,0,1,0,
September 2020,Saint Martin,North America,213,0,129,5,0
September 2020,Saint Pierre And Miquelon,North America,5,0,1,,
September 2020,Saint Vincent And The Grenadines,North America,61,1,4,0,
September 2020,Samoa,Australia/Oceania,0,,0,,
September 2020,San Marino,Europe,715,0,13,42,0
September 2020,Sao Tome And Principe,Africa,896,0,28,15,0
September 2020,Saudi Arabia,Asia,316670,898,21227,3929,32
September 2020,Senegal,Africa,13655,44,3887,284,0
September 2020,Serbia,Europe,31482,76,714,715,2
September 2020,Seychelles,Africa,136,0,9,0,
September 2020,Sierra Leone,Africa,2028,6,363,71,1
September 2020,Singapore,Asia,56852,40,1076,27,0
September 2020,Sint Maarten,North America,476,13,259,17,0
September 2020,Slovakia,Europe,3989,72,1478,33,0
September 2020,Slovenia,Europe,2924,41,468,133,0
September 2020,Solomon Islands,Australia/Oceania,0,,0,,
September 2020,Somalia,Africa,3310,0,732,97,0
September 2020,South Africa,Africa,628259,1218,63706,14560,116
September 2020,South Korea,Asia,20182,235,4660,324,0
September 2020,South Sudan,Africa,2527,0,1190,47,0
September 2020,Spain,Europe,524678,11198,208372,30208,60
September 2020,Sri Lanka,Asia,3092,43,201,12,0
September 2020,State Of Palestine,Asia,23281,552,7784,159,7
September 2020,Sudan,Africa,13189,0,2819,1098,0
September 2020,Suriname,South America,4089,55,846,72,1
September 2020,Swaziland,Africa,4883,43,1011,94,3
September 2020,Sweden,Europe,84571,171,7289,5791,2
September 2020,Switzerland,Europe,42393,216,4217,1876,0
September 2020,Syria,Asia,2830,65,2068,116,4
September 2020,Taiwan,Asia,488,0,19,7,0
September 2020,Tajikistan,Asia,8619,36,1138,68,0
September 2020,Tanzania,Africa,509,0,305,21,0
September 2020,Thailand,Asia,3417,5,85,58,0
September 2020,Timor Leste,Asia,27,0,2,0,
September 2020,Togo,Africa,1416,16,353,28,0
September 2020,Trinidad And Tobago,North America,1797,38,1085,27,5
September 2020,Tunisia,Africa,3963,160,2253,86,3
September 2020,Turkey,Asia,739047,4276,28543,6417,47
September 2020,Turks And Caicos Islands,North America,508,1,304,4,1
September 2020,Uganda,Africa,3037,65,-974,56,0
September 2020,UK,Europe,336434,1292,45187,41567,3
September 2020,Ukraine,Europe,123294,2079,62887,2605,48
September 2020,United Arab Emirates,Asia,70805,574,8930,384,0
September 2020,Uruguay,South America,1611,16,148,44,0
September 2020,USA,North America,6400727,44766,2461467,190542,1170
September 2020,Uzbekistan,Asia,42127,234,2266,323,3
September 2020,Vanuatu,Australia/Oceania,0,,0,0,
September 2020,Venezuela,South America,47756,1028,8338,391,5
September 2020,Viet Nam,Asia,1044,0,275,34,0
September 2020,Wallis And Futuna Islands,Australia/Oceania,0,,0,0,
September 2020,Western Sahara,Africa,10,0,1,1,
September 2020,Yemen,Asia,1962,4,232,570,4
September 2020,Zambia,Africa,12381,284,612,290,2
September 2020,Zimbabwe,Africa,6559,62,1115,203,1
August 2020,Afghanistan,Asia,36710,35,9918,1283,11
August 2020,Albania,Europe,5396,120,2274,161,4
August 2020,Algeria,Africa,30950,556,8739,1223,13
August 2020,Andorra,Europe,925,0,66,52,0
August 2020,Angola,Africa,1164,16,650,54,2
August 2020,Anguilla,North America,3,0,0,,
August 2020,Antigua And Barbuda,North America,91,0,21,3,0
August 2020,Argentina,South America,196543,5241,101327,8717,211
August 2020,Armenia,Asia,38841,291,8535,749,11
August 2020,Aruba,North America,121,0,13,3,0
August 2020,Australia,Australia/Oceania,17282,377,6176,201,4
August 2020,Austria,Europe,21212,82,1583,718,0
August 2020,Azerbaijan,Asia,32157,279,5229,454,6
August 2020,Bahamas,North America,599,25,494,14,0
August 2020,Bahrain,Asia,41190,208,2832,147,0
August 2020,Bangladesh,Asia,239860,2199,100475,3132,21
August 2020,Barbados,North America,122,12,17,7,0
August 2020,Belarus,Europe,67946,138,4697,563,4
August 2020,Belgium,Europe,68751,745,7153,9718,3
August 2020,Belize,North America,48,0,16,2,0
August 2020,Benin,Africa,1805,0,733,36,0
August 2020,Bermuda,North America,156,0,6,9,0
August 2020,Bhutan,Asia,101,0,12,0,
August 2020,Bolivia,South America,76789,1555,49368,3839,107
August 2020,Bosnia And Herzegovina,Europe,11876,0,5578,339,0
August 2020,Botswana,Africa,894,0,829,2,0
August 2020,Brazil,South America,2712199,42630,734532,93616,1048
August 2020,British Virgin Islands,North America,8,0,0,1,0
August 2020,Brunei Darussalam,Asia,141,0,0,3,0
August 2020,Bulgaria,Europe,11836,146,5055,385,2
August 2020,Burkina Faso,Africa,1143,37,155,53,0
August 2020,Burundi,Africa,395,8,90,1,0
August 2020,Cabo Verde,Africa,2480,29,619,24,1
August 2020,Cambodia,Asia,239,5,75,0,0
August 2020,Cameroon,Africa,17255,0,1544,391,0
August 2020,Canada,North America,116599,287,6222,8941,6
August 2020,Caribbean Netherlands,North America,11,0,4,0,
August 2020,Cayman Islands,North America,203,0,0,1,0
August 2020,Central African Republic,Africa,4614,6,2920,59,0
August 2020,Chad,Africa,936,0,48,75,0
August 2020,Channel Islands,Europe,587,0,7,47,0
August 2020,Chile,South America,357730,1991,17690,9533,76
August 2020,China Hong Kong Sar,Asia,3397,124,1506,33,6
August 2020,China Macao Sar,Asia,46,0,0,,
August 2020,China,South America,84336,44,713,4634,0
August 2020,Colombia,South America,306181,10673,135143,10330,225
August 2020,Comoros,Africa,386,8,49,7,0
August 2020,Congo,Africa,3200,0,2317,54,0
August 2020,Costa Rica,North America,18187,367,13502,154,4
August 2020,Cote D Ivoire,Africa,16109,62,4257,102,0
August 2020,Croatia,Europe,5224,86,738,145,0
August 2020,Cuba,North America,2633,25,179,87,0
August 2020,Curacao,North America,29,0,4,1,0
August 2020,Cyprus,Asia,1124,5,253,19,0
August 2020,Czech Republic,Europe,16586,231,2933,382,2
August 2020,Democratic Republic Of The Congo,Africa,9084,14,1839,215,0
August 2020,Denmark,Europe,13789,0,596,615,0
August 2020,Djibouti,Africa,5084,0,27,58,0
August 2020,Dominica,North America,18,0,0,,
August 2020,Dominican Republic,North America,71415,1766,32736,1170,10
August 2020,Ecuador,South America,80149,815,32715,15189,90
August 2020,Egypt,Africa,94316,238,48345,4834,29
August 2020,El Salvador,North America,17050,418,8096,459,11
August 2020,Equatorial Guinea,Africa,4821,0,2556,83,0
August 2020,Eritrea,Africa,279,0,54,0,
August 2020,Estonia,Europe,2072,8,75,63,0
August 2020,Ethiopia,Africa,17999,469,10522,282,8
August 2020,Faeroe Islands,Europe,225,0,36,0,
August 2020,Falkland Islands Malvinas,South America,13,0,0,,
August 2020,Fiji,Australia/Oceania,27,0,8,1,0
August 2020,Finland,Europe,7443,11,164,329,0
August 2020,France,Europe,176351,0,14854,30268,3
August 2020,French Guiana,South America,7857,58,1283,43,0
August 2020,French Polynesia,Australia/Oceania,62,0,0,0,
August 2020,Gabon,Africa,7531,179,2258,50,1
August 2020,Gambia,Africa,627,43,550,9,0
August 2020,Georgia,Asia,1171,3,207,17,0
August 2020,Germany,Europe,211077,412,8251,9226,2
August 2020,Ghana,Africa,37014,1513,3467,182,0
August 2020,Gibraltar,Europe,188,1,6,0,
August 2020,Greece,Europe,4587,110,569,206,0
August 2020,Greenland,North America,14,0,1,,
August 2020,Grenada,North America,24,0,1,0,
August 2020,Guadeloupe,North America,265,0,72,14,0
August 2020,Guatemala,North America,50979,1190,11147,1959,35
August 2020,Guinea Bissau,Africa,1981,0,1151,27,1
August 2020,Guinea,Africa,7308,0,804,46,0
August 2020,Guyana,South America,430,17,225,20,0
August 2020,Haiti,North America,7424,12,2657,161,0
August 2020,Holy See,Europe,12,0,0,,
August 2020,Honduras,North America,42014,588,35123,1337,25
August 2020,Hungary,Europe,4526,21,565,597,1
August 2020,Iceland,Europe,1893,8,58,10,0
August 2020,India,Asia,1751919,54865,567408,37632,862
August 2020,Indonesia,Asia,109936,1560,36824,5193,62
August 2020,Iran,Asia,306752,2548,23940,16982,216
August 2020,Iraq,Asia,126704,2095,32624,4805,64
August 2020,Ireland,Europe,26109,44,627,1758,0
August 2020,Isle Of Man,Europe,336,0,0,24,0
August 2020,Israel,Asia,72218,1248,26590,526,14
August 2020,Italy,Europe,247832,295,12303,35300,5
August 2020,Jamaica,North America,878,14,142,10,0
August 2020,Japan,Asia,35836,1464,9319,1011,5
August 2020,Jordan,Asia,1208,15,103,11,0
August 2020,Kazakhstan,Asia,90367,1289,28739,803,30
August 2020,Kenya,Africa,21363,727,9647,364,23
August 2020,Kuwait,Asia,67448,491,8470,453,6
August 2020,Kyrgyzstan,Asia,36299,494,8897,983,13
August 2020,Laos,Asia,20,0,1,0,
August 2020,Latvia,Europe,1238,7,49,32,0
August 2020,Lebanon,Asia,4730,175,2908,61,0
August 2020,Lesotho,Africa,702,98,517,14,1
August 2020,Liberia,Africa,1189,3,441,75,0
August 2020,Libya,Africa,3691,70,2992,80,6
August 2020,Liechtenstein,Europe,88,0,2,1,0
August 2020,Lithuania,Europe,2035,20,320,63,0
August 2020,Luxembourg,Europe,5562,77,1099,116,2
August 2020,Macedonia,Europe,10891,137,3700,493,7
August 2020,Madagascar,Africa,11273,405,3057,107,1
August 2020,Malawi,Africa,4186,108,2152,120,6
August 2020,Malaysia,Asia,8985,9,213,125,0
August 2020,Maldives,Asia,3949,156,1319,17,1
August 2020,Mali,Africa,2535,0,474,124,0
August 2020,Malta,Europe,760,21,86,9,0
August 2020,Marshall Islands,Australia/Oceania,0,,0,,
August 2020,Martinique,North America,269,0,156,15,0
August 2020,Mauritania,Africa,6319,9,1119,157,0
August 2020,Mauritius,Africa,344,0,2,10,0
August 2020,Mayotte,Africa,2962,0,202,39,0
August 2020,Mexico,North America,438403,8732,96290,63495,744
August 2020,Micronesia,Australia/Oceania,0,,0,,
August 2020,Moldova,Europe,25113,380,6754,788,10
August 2020,Monaco,Europe,86,0,7,1,0
August 2020,Mongolia,Asia,291,0,61,0,
August 2020,Montenegro,Europe,3198,86,1855,50,1
August 2020,Montserrat,North America,13,0,2,1,
August 2020,Morocco,Africa,25015,693,6688,367,14
August 2020,Mozambique,Africa,1907,43,1250,12,1
August 2020,Myanmar,Asia,353,0,50,6,0
August 2020,Namibia,Africa,2224,95,2042,11,1
August 2020,Nepal,Asia,20086,315,5527,67,0
August 2020,Netherlands,Europe,54732,431,4320,6148,1
August 2020,New Caledonia,Australia/Oceania,22,0,0,,
August 2020,New Zealand,Australia/Oceania,1562,2,22,22,0
August 2020,Nicaragua,North America,3672,0,1064,116,0
August 2020,Niger,Africa,1136,2,39,69,0
August 2020,Nigeria,Africa,43537,386,22567,883,4
August 2020,Norway,Europe,9253,13,246,255,0
August 2020,Oman,Asia,79375,108,14753,447,13
August 2020,Pakistan,Asia,279146,841,24912,6207,20
August 2020,Panama,North America,66383,1127,24853,1449,28
August 2020,Papua New Guinea,Australia/Oceania,91,19,55,2,0
August 2020,Paraguay,South America,5485,147,1647,52,3
August 2020,Peru,South America,422183,7448,,62590,432
August 2020,Philippines,Asia,98153,4884,30857,2039,17
August 2020,Poland,Europe,46346,658,10251,1721,5
August 2020,Portugal,Europe,54854,239,12360,1737,2
August 2020,Qatar,Asia,110911,216,3159,174,0
August 2020,Reunion,Africa,664,4,68,4,0
August 2020,Romania,Europe,52111,1225,22356,2409,49
August 2020,Russia,Europe,845443,5462,184861,14058,95
August 2020,Rwanda,Africa,2042,20,918,5,0
August 2020,Saint Barthelemy,North America,8,0,2,0,
August 2020,Saint Helena,Africa,0,,0,,
August 2020,Saint Kitts And Nevis,North America,17,0,1,0,
August 2020,Saint Lucia,North America,25,0,3,0,
August 2020,Saint Martin,North America,53,0,9,3,0
August 2020,Saint Pierre And Miquelon,North America,4,0,3,,
August 2020,Saint Vincent And The Grenadines,North America,54,0,10,0,
August 2020,Samoa,Australia/Oceania,0,,0,,
August 2020,San Marino,Europe,699,0,0,42,0
August 2020,Sao Tome And Principe,Africa,874,3,77,15,0
August 2020,Saudi Arabia,Asia,277478,1573,37043,2887,21
August 2020,Senegal,Africa,10284,52,3253,209,4
August 2020,Serbia,Europe,25882,330,4256,582,9
August 2020,Seychelles,Africa,114,0,75,0,
August 2020,Sierra Leone,Africa,1823,0,394,67,0
August 2020,Singapore,Asia,52512,307,5745,27,0
August 2020,Sint Maarten,North America,128,0,49,15,0
August 2020,Slovakia,Europe,2337,45,566,29,0
August 2020,Slovenia,Europe,2171,15,231,119,0
August 2020,Solomon Islands,Australia/Oceania,0,,0,,
August 2020,Somalia,Africa,3212,0,1557,93,0
August 2020,South Africa,Africa,503290,10107,152508,8321,151
August 2020,South Korea,Asia,14336,31,802,301,0
August 2020,South Sudan,Africa,2352,30,1131,46,0
August 2020,Spain,Europe,313543,3600,56330,29485,9
August 2020,Sri Lanka,Asia,2815,0,365,11,0
August 2020,State Of Palestine,Asia,12160,323,6753,83,1
August 2020,Sudan,Africa,11738,94,2128,1003,8
August 2020,Suriname,South America,1760,110,573,26,0
August 2020,Swaziland,Africa,2859,61,1531,43,2
August 2020,Sweden,Europe,77247,303,8010,5721,2
August 2020,Switzerland,Europe,35412,180,2258,1854,1
August 2020,Syria,Asia,780,23,500,43,0
August 2020,Taiwan,Asia,474,7,26,7,0
August 2020,Tajikistan,Asia,7451,42,1158,60,0
August 2020,Tanzania,Africa,509,0,305,21,0
August 2020,Thailand,Asia,3312,2,119,58,0
August 2020,Timor Leste,Asia,24,0,0,0,
August 2020,Togo,Africa,958,17,292,19,0
August 2020,Trinidad And Tobago,North America,173,4,33,8,0
August 2020,Tunisia,Africa,1552,17,280,55,1
August 2020,Turkey,Asia,630692,2709,18193,5710,19
August 2020,Turks And Caicos Islands,North America,114,7,74,2,0
August 2020,Uganda,Africa,1176,22,-1610,8,2
August 2020,UK,Europe,303285,770,37436,41265,13
August 2020,Ukraine,Europe,71056,1172,30039,1709,16
August 2020,United Arab Emirates,Asia,60760,254,6154,351,0
August 2020,Uruguay,South America,1278,14,239,35,0
August 2020,USA,North America,4888424,61806,2189887,159386,1060
August 2020,Uzbekistan,Asia,24783,774,9337,147,6
August 2020,Vanuatu,Australia/Oceania,0,,0,0,
August 2020,Venezuela,South America,19443,869,8145,169,5
August 2020,Viet Nam,Asia,590,44,214,3,1
August 2020,Wallis And Futuna Islands,Australia/Oceania,0,,0,0,
August 2020,Western Sahara,Africa,10,0,1,1,
August 2020,Yemen,Asia,1730,2,374,494,1
August 2020,Zambia,Africa,6228,265,1933,165,14
August 2020,Zimbabwe,Africa,3659,490,2579,69,2
July 2020,Afghanistan,Asia,31836,319,15411,774,28
July 2020,Albania,Europe,2580,45,999,65,3
July 2020,Algeria,Africa,14272,365,3312,920,8
July 2020,Andorra,Europe,855,0,4,52,0
July 2020,Angola,Africa,291,7,179,15,2
July 2020,Anguilla,North America,3,0,0,,
July 2020,Antigua And Barbuda,North America,68,0,43,3,0
July 2020,Argentina,South America,67197,2667,40681,3476,47
July 2020,Armenia,Asia,26065,523,11049,453,10
July 2020,Aruba,North America,103,0,2,3,0
July 2020,Australia,Australia/Oceania,7920,84,386,104,0
July 2020,Austria,Europe,17873,107,677,705,0
July 2020,Azerbaijan,Asia,18112,588,7831,220,7
July 2020,Bahamas,North America,104,0,4,11,0
July 2020,Bahrain,Asia,27414,656,5374,92,5
July 2020,Bangladesh,Asia,149258,3775,85262,1888,41
July 2020,Barbados,North America,97,0,0,7,0
July 2020,Belarus,Europe,62424,306,14473,398,6
July 2020,Belgium,Europe,61509,82,2992,9644,8
July 2020,Belize,North America,28,4,8,2,0
July 2020,Benin,Africa,1199,0,845,21,0
July 2020,Bermuda,North America,146,0,2,9,0
July 2020,Bhutan,Asia,77,0,29,0,
July 2020,Bolivia,South America,33219,1094,22433,1446,67
July 2020,Bosnia And Herzegovina,Europe,4606,153,1986,188,2
July 2020,Botswana,Africa,227,0,198,1,0
July 2020,Brazil,South America,1455150,44939,567571,60713,1057
July 2020,British Virgin Islands,North America,8,0,0,1,0
July 2020,Brunei Darussalam,Asia,141,0,0,3,0
July 2020,Bulgaria,Europe,5154,165,2200,232,2
